,Title,Release Year,Genre,IMDb Page Link
281,Criminal,(2019– ),"
Crime, Drama            ",http://www.imdb.com/title/tt9348692/
282,Game Night,(I) (2018),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2704998/
283,The Fast and the Furious,(2001),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0232500/
284,The Equalizer 2,(2018),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt3766354/
285,Logan Lucky,(2017),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5439796/
286,Law & Order: Criminal Intent,(2001–2011),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0275140/
287,The Equalizer,(2014),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0455944/
288,The Closer,(2005–2012),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0458253/
289,Haven,(2010–2015),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt1519931/
290,Sherlock Holmes,(2009),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0988045/
291,The Accountant,(2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2140479/
292,John Wick: Chapter 4,(2021),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt10366206/
293,In Bruges,(2008),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0780536/
294,Running with the Devil,(2019),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt5792656/
295,Trailer Park Boys,(2001–2018),"
Comedy, Crime            ",http://www.imdb.com/title/tt0290988/
296,The Town,(2010),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0840361/
297,Fargo,(1996),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0116282/
298,L.A.'s Finest,(2019– ),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt7555294/
299,Spring Breakers,(2012),"
Crime, Drama            ",http://www.imdb.com/title/tt2101441/
300,Too Old to Die Young,(2019),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt6517320/
301,Mirzapur,(2018– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6473300/
302,We're the Millers,(2013),"
Comedy, Crime            ",http://www.imdb.com/title/tt1723121/
303,Boston Legal,(2004–2008),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0402711/
304,21 Jump Street,(2012),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1232829/
305,La Reina del Sur,(2011–2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1704637/
306,Blow,(2001),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0221027/
307,In Time,(2011),"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt1637688/
308,Den som dræber - Fanget af mørket,(2019– ),"
Crime, Thriller            ",http://www.imdb.com/title/tt9466596/
309,Minority Report,(2002),"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt0181689/
310,Law Abiding Citizen,(2009),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1197624/
311,Jett,(2019– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt8594276/
312,The Night Of,(2016),"
Crime, Drama            ",http://www.imdb.com/title/tt2401256/
313,Assassination Nation,(2018),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt6205872/
314,Escape at Dannemora,(2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt6866266/
315,True Story,(I) (2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2273657/
316,Natural Born Killers,(1994),"
Crime, Drama            ",http://www.imdb.com/title/tt0110632/
317,Top of the Lake,(2013– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2103085/
318,I Am the Night,(2019),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt7186588/
319,Horrible Bosses,(2011),"
Comedy, Crime            ",http://www.imdb.com/title/tt1499658/
320,Zootopia,(2016),"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt2948356/
321,The Warriors,(1979),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0080120/
322,Death Note,(2006–2007),"
Animation, Crime, Drama            ",http://www.imdb.com/title/tt0877057/
323,Destroyer,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt7137380/
324,The Shield,(2002–2008),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0286486/
325,Happy Valley,(2014– ),"
Crime, Drama            ",http://www.imdb.com/title/tt3428912/
326,1922,(2017),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt6214928/
327,The Mask,(1994),"
Comedy, Crime, Fantasy            ",http://www.imdb.com/title/tt0110475/
328,Iron Fist,(2017–2018),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3322310/
329,Looper,(2012),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1276104/
330,Burn Notice,(2007–2013),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0810788/
331,Sin City: A Dame to Kill For,(2014),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0458481/
332,Man on Fire,(2004),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0328107/
333,Don't Breathe,(2016),"
Crime, Horror, Thriller            ",http://www.imdb.com/title/tt4160708/
334,Mean Streets,(1973),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0070379/
335,NYPD Blue,(1993–2005),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0106079/
336,Batman Returns,(1992),"
Action, Crime, Fantasy            ",http://www.imdb.com/title/tt0103776/
337,Crash,(I) (2004),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0375679/
338,Private Eyes,(2016– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5722298/
339,"Lock, Stock and Two Smoking Barrels",(1998),"
Comedy, Crime            ",http://www.imdb.com/title/tt0120735/
340,Oz,(1997–2003),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0118421/
341,Papillon,(I) (2017),"
Adventure, Biography, Crime            ",http://www.imdb.com/title/tt5093026/
342,Hell or High Water,(II) (2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2582782/
343,Bron/Broen,(2011–2018),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt1733785/
344,Diagnosis Murder,(1993–2001),"
Crime, Mystery, Drama            ",http://www.imdb.com/title/tt0105986/
345,RoboCop,(1987),"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0093870/
346,Marcella,(2016– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5269594/
347,Miss Fisher's Murder Mysteries,(2012– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1988386/
348,Grantchester,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3747572/
349,Tin Star,(2017– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4607112/
350,The Night Manager,(2016– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1399664/
351,White Boy Rick,(2018),"
Crime, Drama            ",http://www.imdb.com/title/tt4537896/
352,The Other Guys,(2010),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1386588/
353,Scorpion,(2014–2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3514324/
354,The Snowman,(2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1758810/
355,Shameless,(2004–2013),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0377260/
356,Spy,(2015),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt3079380/
357,Bad Blood,(2017– ),"
Crime, Drama            ",http://www.imdb.com/title/tt6423364/
358,Mr. & Mrs. Smith,(2005),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0356910/
359,Hotel Artemis,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5834262/
360,C.B. Strike,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt4276618/
361,Unforgotten,(2015– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt4192812/
362,Ripper Street,(2012–2016),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2183641/
363,Charlie's Angels,(1976–1981),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0073972/
364,White Chicks,(2004),"
Comedy, Crime            ",http://www.imdb.com/title/tt0381707/
365,Starred Up,(2013),"
Crime, Drama            ",http://www.imdb.com/title/tt2567712/
366,True History of the Kelly Gang,(2019),"
Action, Biography, Crime            ",http://www.imdb.com/title/tt4844140/
367,Point Blank,(2019),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2499472/
368,Charlie's Angels,(2000),"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0160127/
369,Pineapple Express,(2008),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0910936/
370,Now You See Me,(I) (2013),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt1670345/
371,The Punisher,(2004),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0330793/
372,Luke Cage,(2016–2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3322314/
373,Inferno,(I) (2016),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3062096/
374,The Rainmaker,(1997),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0119978/
375,Road to Perdition,(2002),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0257044/
376,London Fields,(2018),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt1273221/
377,Panic Room,(2002),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0258000/
378,The Untouchables,(1987),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0094226/
379,The Place Beyond the Pines,(2012),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt1817273/
380,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0395843/
381,Hannibal,(2001),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0212985/
382,The Missing,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3877200/
383,Chicago,(2002),"
Comedy, Crime, Musical            ",http://www.imdb.com/title/tt0299658/
384,Andhadhun,(2018),"
Crime, Thriller            ",http://www.imdb.com/title/tt8108198/
385,Dog Day Afternoon,(1975),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0072890/
386,Rizzoli & Isles,(2010–2016),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1551632/
387,The Talented Mr. Ripley,(1999),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0134119/
388,Jack Reacher,(2012),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0790724/
389,Stuber,(2019),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt7734218/
390,Shot Caller,(2017),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4633690/
391,The Woman in the Window,(2020),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6111574/
392,Lawless,(2012),"
Crime, Drama            ",http://www.imdb.com/title/tt1212450/
393,Badla,(2019),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt8130968/
394,Con Air,(1997),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0118880/
395,L.A. Confidential,(1997),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0119488/
396,American Gangster,(2007),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0765429/
397,The Truth About the Harry Quebert Affair,(2018– ),"
Crime, Drama            ",http://www.imdb.com/title/tt7134194/
398,The Godfather: Part III,(1990),"
Crime, Drama            ",http://www.imdb.com/title/tt0099674/
399,Inspector Lewis,(2006–2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0874608/
400,The Taking of Pelham 123,(2009),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1111422/
401,Shoplifters,(2018),"
Crime, Drama            ",http://www.imdb.com/title/tt8075192/
402,Babylon Berlin,(2017– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4378376/
403,Gangster Squad,(2013),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1321870/
404,Leverage,(2008–2012),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt1103987/
405,The Next Three Days,(2010),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1458175/
406,Ocean's Thirteen,(2007),"
Crime, Thriller            ",http://www.imdb.com/title/tt0496806/
407,Monster,(2003),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0340855/
408,Memories of Murder,(2003),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0353969/
409,Red Dragon,(2002),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0289765/
410,Charlie Says,(2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1759744/
411,Kick-Ass 2,(2013),"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1650554/
412,Kama Sutra: A Tale of Love,(1996),"
Crime, Drama, History            ",http://www.imdb.com/title/tt0116743/
413,The Italian Job,(2003),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0317740/
414,RED,(2010),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1245526/
415,From Dusk Till Dawn: The Series,(2014–2016),"
Action, Crime, Horror            ",http://www.imdb.com/title/tt3337194/
416,Sherlock Holmes: A Game of Shadows,(2011),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt1515091/
417,The Fast and the Furious: Tokyo Drift,(2006),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0463985/
418,Inspector Morse,(1987–2000),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0092379/
419,Burn After Reading,(2008),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0887883/
420,Nikita,(2010–2013),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1592154/
421,Primal Fear,(1996),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0117381/
422,The A-Team,(1983–1987),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0084967/
423,3:10 to Yuma,(2007),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0381849/
424,Batman,(1966–1968),"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0059968/
425,Blackboard Jungle,(1955),"
Crime, Drama            ",http://www.imdb.com/title/tt0047885/
426,Dredd,(2012),"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt1343727/
427,Weekend at Bernie's,(1989),"
Adventure, Comedy, Crime            ",http://www.imdb.com/title/tt0098627/
428,Red Dead Redemption II,(2018 Video Game),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt6161168/
429,General Hospital,(1963– ),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0056758/
430,Hinterland,(2013– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2575968/
431,Face/Off,(1997),"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0119094/
432,The Hangover Part III,(2013),"
Comedy, Crime            ",http://www.imdb.com/title/tt1951261/
433,Limetown,(2019– ),"
Crime            ",http://www.imdb.com/title/tt9103772/
434,Ocean's Twelve,(2004),"
Crime, Thriller            ",http://www.imdb.com/title/tt0349903/
435,Fracture,(2007),"
Crime, Drama            ",http://www.imdb.com/title/tt0488120/
436,A Vigilante,(2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6211976/
437,Kindergarten Cop,(1990),"
Comedy, Crime            ",http://www.imdb.com/title/tt0099938/
438,Miami Vice,(1984–1989),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0086759/
439,Public Enemies,(2009),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1152836/
440,Criminal,(2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3014866/
441,Thelma & Louise,(1991),"
Adventure, Crime, Drama            ",http://www.imdb.com/title/tt0103074/
442,A Nightmare on Elm Street,(2010),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt1179056/
443,Gran Hotel,(2011–2013),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2006421/
444,Suburbicon,(2017),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0491175/
445,Starsky & Hutch,(2004),"
Comedy, Crime            ",http://www.imdb.com/title/tt0335438/
446,Live by Night,(2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2361317/
447,The Gulf,(2019– ),"
Crime            ",http://www.imdb.com/title/tt9855482/
448,Lolita,(1962),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0056193/
449,Smokin' Aces,(2006),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0475394/
450,Cold Case,(2003–2010),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0368479/
451,The Guilty,(2018),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt6742252/
452,Numb3rs,(2005–2010),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0433309/
453,"I, Robot",(2004),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0343818/
454,Focus,(II) (2015),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt2381941/
455,Matlock,(1986–1995),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0090481/
456,The Tourist,(I) (2010),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt1243957/
457,The Happytime Murders,(2018),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1308728/
458,Daredevil,(2003),"
Action, Crime            ",http://www.imdb.com/title/tt0287978/
459,Cyberpunk 2077,(2020 Video Game),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt3810192/
460,Lethal Weapon,(1987),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0093409/
461,Dogville,(2003),"
Crime, Drama            ",http://www.imdb.com/title/tt0276919/
462,The House,(I) (2017),"
Comedy, Crime            ",http://www.imdb.com/title/tt4481514/
463,RED 2,(2013),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1821694/
464,The Girl Next Door,(2007),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt0830558/
465,Horns,(2013),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt1528071/
466,West Side Story,(1961),"
Crime, Drama, Musical            ",http://www.imdb.com/title/tt0055614/
467,The Following,(2013–2015),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt2071645/
468,Point Break,(2015),"
Action, Crime, Sport            ",http://www.imdb.com/title/tt2058673/
469,Chappie,(2015),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1823672/
470,The Crying Game,(1992),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0104036/
471,Kill Bill: The Whole Bloody Affair,(2011),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt6019206/
472,Detroit,(2017),"
Crime, Drama, History            ",http://www.imdb.com/title/tt5390504/
473,Everybody Knows,(2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt4964788/
474,Tango & Cash,(1989),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0098439/
475,Once Upon a Time in Mexico,(2003),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0285823/
476,Central Intelligence,(2016),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1489889/
477,Imposters,(2017– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5212822/
478,Covert Affairs,(2010–2014),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1495708/
479,Beverly Hills Cop,(1984),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0086960/
480,No Way Out,(1950),"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0042792/
481,What Happened to Monday,(2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1536537/
482,Gotti,(2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1801552/
483,Foyle's War,(2002–2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0310455/
484,Death Note,(I) (2017),"
Adventure, Crime, Drama            ",http://www.imdb.com/title/tt1241317/
485,The Fugitive,(1993),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0106977/
486,The Judge,(2014),"
Crime, Drama            ",http://www.imdb.com/title/tt1872194/
487,Escape Plan 2: Hades,(2018),"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt6513656/
488,The Girl with the Dragon Tattoo,(2009),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1132620/
489,Limitless,(2015–2016),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt4422836/
490,22 Jump Street,(2014),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt2294449/
491,Metri Shesh Va Nim,(2019),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt9817070/
492,Scarface,(1932),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0023427/
493,Manhunter,(1986),"
Crime, Horror, Mystery            ",http://www.imdb.com/title/tt0091474/
494,Aquarius,(2015–2016),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt3768572/
495,Republic of Doyle,(2010–2014),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt1297754/
496,Badlands,(1973),"
Crime, Drama            ",http://www.imdb.com/title/tt0069762/
497,Siberia,(2018),"
Crime, Romance, Thriller            ",http://www.imdb.com/title/tt6494418/
498,Side Effects,(I) (2013),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2053463/
499,Wild Things,(1998),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0120890/
500,Inside Man,(2006),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0454848/
501,A Time to Kill,(1996),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0117913/
502,Hawkeye,(2021– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt10160804/
503,Sleepers,(1996),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0117665/
504,Demolition Man,(1993),"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0106697/
505,The Assassination of Jesse James by the Coward Robert Ford,(2007),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0443680/
506,"O Brother, Where Art Thou?",(2000),"
Adventure, Comedy, Crime            ",http://www.imdb.com/title/tt0190590/
507,Out of Sight,(1998),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0120780/
508,Now You See Me 2,(2016),"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3110958/
509,Collateral,(2004),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0369339/
510,Thoroughbreds,(2017),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5649108/
511,Lie to Me,(2009–2011),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1235099/
512,Traffic,(2000),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0181865/
513,Step Up,(2006),"
Crime, Drama, Music            ",http://www.imdb.com/title/tt0462590/
514,The Borgias,(2011–2013),"
Crime, Drama, History            ",http://www.imdb.com/title/tt1582457/
515,EastEnders,(1985– ),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0088512/
516,StartUp,(2016– ),"
Crime, Thriller            ",http://www.imdb.com/title/tt5028002/
517,Falling Down,(1993),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0106856/
518,The Defenders,(2017),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt4230076/
519,Ultraviolet,(2006),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0370032/
520,Push,(2009),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0465580/
521,All the Money in the World,(2017),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt5294550/
522,Life of Crime,(2013),"
Comedy, Crime            ",http://www.imdb.com/title/tt1663207/
523,Medium,(2005–2011),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt0412175/
524,Who Framed Roger Rabbit,(1988),"
Animation, Adventure, Comedy            ",http://www.imdb.com/title/tt0096438/
525,Funny Games,(2007),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0808279/
526,Terminal,(I) (2018),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4463816/
527,Faster,(2010),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1433108/
528,City of Lies,(2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt2677722/
529,Seven Psychopaths,(2012),"
Comedy, Crime            ",http://www.imdb.com/title/tt1931533/
530,Brawl in Cell Block 99,(2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5657856/
531,Kill Bill: Vol. 3,,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1521225/
532,The Wrecking Crew,(1968),"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0065225/
533,End of Watch,(2012),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1855199/
534,DCI Banks,(2010–2016),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1652216/
535,To Kill a Mockingbird,(1962),"
Crime, Drama            ",http://www.imdb.com/title/tt0056592/
536,Layer Cake,(2004),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0375912/
537,Hackers,(1995),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0113243/
538,Machete,(2010),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0985694/
539,A Bronx Tale,(1993),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0106489/
540,High Seas,(2019– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt8961508/
541,In the Heat of the Night,(1988–1995),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0094484/
542,My Cousin Vinny,(1992),"
Comedy, Crime            ",http://www.imdb.com/title/tt0104952/
543,RocknRolla,(2008),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1032755/
544,Free Fire,(2016),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt4158096/
545,Çukur,(2017– ),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt7431994/
546,Pretty Little Liars: The Perfectionists,(2019– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt7413448/
547,Elektra,(2005),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0357277/
548,Heder,(2019– ),"
Crime, Drama            ",http://www.imdb.com/title/tt9318602/
549,Awake,(III) (2019),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt7584702/
550,Without a Trace,(2002–2009),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0321021/
551,Rough Night,(2017),"
Comedy, Crime, Thriller            ",http://www.imdb.com/title/tt4799050/
552,'71,(2014),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2614684/
553,To Die For,(1995),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0114681/
554,Ófærð,(2015– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt3561180/
555,Papillon,(1973),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0070511/
556,The Sting,(1973),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0070735/
557,Metástasis,(2014),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt3190448/
558,Witness,(1985),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0090329/
559,21 Jump Street,(1987–1991),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0092312/
560,Get Shorty,(2017– ),"
Comedy, Crime            ",http://www.imdb.com/title/tt5761496/
561,Perfume: The Story of a Murderer,(2006),"
Crime, Drama            ",http://www.imdb.com/title/tt0396171/
562,Claws,(2017– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5640558/
563,MacGyver,(1985–1992),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0088559/
