,Title,Release Year,Genre,IMDb Page Link
961,Lethal Weapon 2,(1989),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0097733/
962,The Bone Collector,(1999),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0145681/
963,Untitled Joker/Harley Quinn Project,,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt7165358/
964,The Specialist,(1994),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0111255/
965,Içerde,(2016–2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6051216/
966,The Dead Pool,(1988),"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt0094963/
967,Private Property,(1960),"
Crime, Drama            ",http://www.imdb.com/title/tt0054209/
968,Homicide Hunter: Lt. Joe Kenda,(2011– ),"
Documentary, Crime            ",http://www.imdb.com/title/tt1934673/
969,The Green Hornet,(2011),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0990407/
970,Hart to Hart,(1979–1984),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0078622/
971,Sabotage,(2014),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1742334/
972,Intruder in the Dust,(1949),"
Crime, Drama            ",http://www.imdb.com/title/tt0041513/
973,Æon Flux,(2005),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0402022/
974,Date Night,(2010),"
Comedy, Crime, Romance            ",http://www.imdb.com/title/tt1279935/
975,Funny Games,(1997),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0119167/
976,Crossing Lines,(2013–2015),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2427220/
977,Infernal Affairs,(2002),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0338564/
978,The Bletchley Circle,(2012–2014),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2275990/
979,Drishyam,(2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt4430212/
980,Proven Innocent,(2019),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt7958782/
981,Paranoid,(2016),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5839454/
982,The Tunnel,(2013–2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2711738/
983,Professor T.,(2015– ),"
Crime, Drama            ",http://www.imdb.com/title/tt3823996/
984,Max Payne,(2008),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0467197/
985,The Brokenwood Mysteries,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3640276/
986,The Bling Ring,(2013),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt2132285/
987,Inspector George Gently,(2007–2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1430509/
988,Death Wish,(1974),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0071402/
989,Frailty,(2001),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0264616/
990,Serial Mom,(1994),"
Comedy, Crime, Thriller            ",http://www.imdb.com/title/tt0111127/
991,Frequency,(2000),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0186151/
992,Liar,(2017– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt6021284/
993,Shades of Blue,(2016–2018),"
Crime, Drama            ",http://www.imdb.com/title/tt4118584/
994,Triple 9,(2016),"
Crime, Thriller            ",http://www.imdb.com/title/tt1712261/
995,Criminal Justice,(2019– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt9095260/
996,American Pastoral,(2016),"
Crime, Drama            ",http://www.imdb.com/title/tt0376479/
997,Dancer in the Dark,(2000),"
Crime, Drama, Musical            ",http://www.imdb.com/title/tt0168629/
998,Money Monster,(2016),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt2241351/
999,Renegade,(1992–1997),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0103524/
